"year_month","product_type","unpackaged_inventory_units","packaged_production_units","packaged_inventory_units_federal_lh","packaged_inventory_units_prov_distributors_retailers","sales_medical_units","sales_non_medical_units","unpackaged_production_kg","unpackaged_inventory_kg","packaged_production_kg","packaged_inventory_kg_federal_lh","packaged_inventory_kg_prov_distributors_retailers","sales_medical_kg","sales_non_medical_kg"
"2021-12","dried cannabis / cannabis séché","n/a / n/d","9984447","19254391","16980798","233619","9457655","133154","1164507","n/a / n/d","74874","69714","n/a / n/d","n/a / n/d"
"2022-01","dried cannabis / cannabis séché","n/a / n/d","9174904","19368969","16290946","261641","8717718","135890","1181605","n/a / n/d","76487","66744","n/a / n/d","n/a / n/d"
"2022-02","dried cannabis / cannabis séché","n/a / n/d","9379104","20055085","15954112","213900","7975499","146451","1174543","n/a / n/d","80463","63387","n/a / n/d","n/a / n/d"
"2022-03","dried cannabis / cannabis séché","n/a / n/d","9726496","20035342","15966018","263138","8990972","164255","1143186","n/a / n/d","83391","66803","n/a / n/d","n/a / n/d"
"2022-04","dried cannabis / cannabis séché","n/a / n/d","9969471","19827854","15708568","242643","9171513","150571","1146980","n/a / n/d","79913","77555","n/a / n/d","n/a / n/d"
"2022-05","dried cannabis / cannabis séché","n/a / n/d","10840839","20132125","15543377","237739","9254579","182919","1156428","n/a / n/d","83442","66936","n/a / n/d","n/a / n/d"
"2022-06","dried cannabis / cannabis séché","n/a / n/d","11668357","20727705","16097997","241122","9511791","168267","1137961","n/a / n/d","80755","69417","n/a / n/d","n/a / n/d"
"2022-07","dried cannabis / cannabis séché","n/a / n/d","10650334","19843285","15459344","227148","9898767","138370","1133690","n/a / n/d","77206","69816","n/a / n/d","n/a / n/d"
"2022-08","dried cannabis / cannabis séché","n/a / n/d","10989287","20233784","16002387","238595","9865782","147146","1185289","n/a / n/d","80619","68499","n/a / n/d","n/a / n/d"
"2022-09","dried cannabis / cannabis séché","n/a / n/d","11152288","19816739","16379421","238792","9597809","188616","1201559","n/a / n/d","80248","70225","n/a / n/d","n/a / n/d"
"2022-10","dried cannabis / cannabis séché","n/a / n/d","11,702,604","21101275","17359471","243652","9642431","293,188","1,322,101","n/a / n/d","92,021","78,071","n/a / n/d","n/a / n/d"
"2022-11","dried cannabis / cannabis séché","n/a / n/d","12,192,777","21759645","19070193","260263","8890693","158,500","1,312,569","n/a / n/d","91,570","85,495","n/a / n/d","n/a / n/d"
"2022-12","dried cannabis / cannabis séché","n/a / n/d","8,667,553","20771331","18298068","226402","9742791","128,824","1,298,278","n/a / n/d","88,569","80,785","n/a / n/d","n/a / n/d"
"2023-01","dried cannabis / cannabis séché","n/a / n/d","9,173,488","20447595","16688658","269667","9275494","153,069","1,321,435","n/a / n/d","95,769","53,850","n/a / n/d","n/a / n/d"
"2023-02","dried cannabis / cannabis séché","n/a / n/d","9,013,624","19839930","17023248","228103","8380773","110,290","1,288,436","n/a / n/d","88,702","53,414","n/a / n/d","n/a / n/d"
"2023-03","dried cannabis / cannabis séché","n/a / n/d","10,953,243","20704174","17105249","264303","9457231","149,079","1,249,755","n/a / n/d","92,590","55,935","n/a / n/d","n/a / n/d"
"2023-04","dried cannabis / cannabis séché","n/a / n/d","9,564,202","20334695","16146881","237470","9475220","114,266","1,178,835","n/a / n/d","137,018","74,272","n/a / n/d","n/a / n/d"
"2023-05","dried cannabis / cannabis séché","n/a / n/d","11,096,769","20564606","16443757","305334","10045835","142,769","1,154,396","n/a / n/d","90,965","74,097","n/a / n/d","n/a / n/d"
"2023-06","dried cannabis / cannabis séché","n/a / n/d","10,742,339","20485202","16436321","251390","10383134","135,453","1,163,962","n/a / n/d","85,930","71,186","n/a / n/d","n/a / n/d"
"2023-07","dried cannabis / cannabis séché","n/a / n/d","10,332,427","20261468","15523126","236152","10901161","143,693","1,122,234","n/a / n/d","85,171","77,342","n/a / n/d","n/a / n/d"
"2023-08","dried cannabis / cannabis séché","n/a / n/d","13,209,077","19662000","16773822","236928","11056474","129,112","1,091,555","n/a / n/d","83,584","84,130","n/a / n/d","n/a / n/d"
"2023-09","dried cannabis / cannabis séché","n/a / n/d","11,544,155","19948630","15328981","227619","10467381","163,901","1,192,126","n/a / n/d","84,218","83,972","n/a / n/d","n/a / n/d"
"2023-10","dried cannabis / cannabis séché","n/a / n/d","11,583,792","19984509","17125849","248403","10685884","237,351","1,222,917","n/a / n/d","84,581","85,256","n/a / n/d","n/a / n/d"
"2023-11","dried cannabis / cannabis séché","n/a / n/d","12,222,533","20152045","18248312","232804","9930192","183,376","1,166,908","n/a / n/d","86,745","89,158","n/a / n/d","n/a / n/d"
"2023-12","dried cannabis / cannabis séché","n/a / n/d","9,084,769","18905587","16791923","220774","10289754","140,910","1,145,331","n/a / n/d","83,439","79,737","n/a / n/d","n/a / n/d"
"2024-01","dried cannabis / cannabis séché","n/a / n/d","10,298,320","19273849","17216568.96","262388","9891087.287","149,753","1,110,664","n/a / n/d","86,316","80,623","n/a / n/d","n/a / n/d"
"2024-02","dried cannabis / cannabis séché","n/a / n/d","9,809,162","19815147","17277339.11","233332","9782426.443","143,058","1,058,689","n/a / n/d","83,902","81,173","n/a / n/d","n/a / n/d"
"2024-03","dried cannabis / cannabis séché","n/a / n/d","9,562,109","19520039","16770665.78","217407","10217068.35","146,357","930,167","n/a / n/d","81,420","70,889","n/a / n/d","n/a / n/d"
"2024-04","dried cannabis / cannabis séché","n/a / n/d","11,427,399","19957303","16000954.97","287625","10330088.66","161,843","910,095","n/a / n/d","85,492","88,305","n/a / n/d","n/a / n/d"
"2024-05","dried cannabis / cannabis séché","n/a / n/d","11,699,402","19292244","17140427.7","252362","10801134.87","176,980","871,342","n/a / n/d","82,359","88,496","n/a / n/d","n/a / n/d"
"2024-06","dried cannabis / cannabis séché","n/a / n/d","10,688,248","19896818","16754340.03","237960","10847152","153,010","847,662","n/a / n/d","79,044","89,997","n/a / n/d","n/a / n/d"
"2024-07","dried cannabis / cannabis séché","n/a / n/d","12,995,951","19211342","16555537.02","276874","11476244.85","171,639","849,125","n/a / n/d","88,843","84,422","n/a / n/d","n/a / n/d"
"2024-08","dried cannabis / cannabis séché","n/a / n/d","11,940,703","20035742","16607792.34","249965","11638185.91","177,359","827,734","n/a / n/d","85,512","86,955","n/a / n/d","n/a / n/d"
"2024-09","dried cannabis / cannabis séché","n/a / n/d","10,985,216","20017059","17081470.57","244901","10567699.19","196,214","822,212","n/a / n/d","84,297","88,694","n/a / n/d","n/a / n/d"
"2024-10","dried cannabis / cannabis séché","n/a / n/d","12,533,803","21049622","16577032.6","248406","11541891.8","365,268","988,508","n/a / n/d","83,706","77,908","n/a / n/d","n/a / n/d"
"2024-11","dried cannabis / cannabis séché","n/a / n/d","12,502,461","22165498","16667702.2","231751","11710773.8","234,519","1,025,507","n/a / n/d","86,099","76,895","n/a / n/d","n/a / n/d"
"2024-12","dried cannabis / cannabis séché","n/a / n/d","9,779,211","20568017","16731290.2","221276","12119501","168,686","1,080,525","n/a / n/d","92,520","71,396","n/a / n/d","n/a / n/d"
"2025-01","dried cannabis / cannabis séché","n/a / n/d","13,976,793","21276973","16654894.28","246668","11328156.2","191,042","1,091,420","n/a / n/d","88,876","78,536","n/a / n/d","n/a / n/d"
"2025-02","dried cannabis / cannabis séché","n/a / n/d","12,583,205","21521140","16532755.04","214501","10555441.68","193,792","1,065,422","n/a / n/d","87,266","84,033","n/a / n/d","n/a / n/d"
"2025-03","dried cannabis / cannabis séché","n/a / n/d","12,835,993","22046634","17911805.96","233743","11398013.24","210,885","1,044,817","n/a / n/d","88,734","86,554","n/a / n/d","n/a / n/d"
"2019-10","edible cannabis / cannabis comestible","n/a / n/d","0","0","0","0","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2019-11","edible cannabis / cannabis comestible","n/a / n/d","451027","451027","0","0","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2019-12","edible cannabis / cannabis comestible","n/a / n/d","812793","547761","189895","2373","81698","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-01","edible cannabis / cannabis comestible","n/a / n/d","780229","806059","254024","2861","359230","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-02","edible cannabis / cannabis comestible","n/a / n/d","1579731","1355031","688353","6746","511372","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-03","edible cannabis / cannabis comestible","n/a / n/d","2191867","1879271","1547073","9142","767957","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-04","edible cannabis / cannabis comestible","n/a / n/d","2289280","2670393","2015202","14131","901583","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-05","edible cannabis / cannabis comestible","n/a / n/d","2764441","3872253","2463071","20241","982161","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-06","edible cannabis / cannabis comestible","n/a / n/d","2925408","4913525","2849316","22630","1090424","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-07","edible cannabis / cannabis comestible","n/a / n/d","2195564","5236890","3194733","22159","1310970","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-08","edible cannabis / cannabis comestible","n/a / n/d","2939966","6636104","3138965","19489","1407345","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-09","edible cannabis / cannabis comestible","n/a / n/d","2892530","6777618","3933843","57003","1501640","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-10","edible cannabis / cannabis comestible","n/a / n/d","4109200","7959801","4737999","65206","1694974","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-11","edible cannabis / cannabis comestible","n/a / n/d","3648093","8454222","5539909","66656","1542135","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-12","edible cannabis / cannabis comestible","n/a / n/d","3688432","8946760","6297815","78272","2219885","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-01","edible cannabis / cannabis comestible","n/a / n/d","3184017","9880507","6279311","81709","1954912","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-02","edible cannabis / cannabis comestible","n/a / n/d","2658747","9932997","5858418","82141","1930152","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-03","edible cannabis / cannabis comestible","n/a / n/d","3174434","10480113","5637826","136260","2174948","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-04","edible cannabis / cannabis comestible","n/a / n/d","4138153","11623946","5777525","153234","2299139","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-05","edible cannabis / cannabis comestible","n/a / n/d","4473475","12150784","6282665","176463","2300367","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-06","edible cannabis / cannabis comestible","n/a / n/d","4101309","11583450","7225400","179622","2341444","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-07","edible cannabis / cannabis comestible","n/a / n/d","3534368","12229313","7328816","155628","2660243","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-08","edible cannabis / cannabis comestible","n/a / n/d","3181015","12338913","6971980","190489","2855895","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-09","edible cannabis / cannabis comestible","n/a / n/d","4547356","12136149","6876355","151109","2867343","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-10","edible cannabis / cannabis comestible","n/a / n/d","3496088","12658823","6679174","150204","3108937","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-11","edible cannabis / cannabis comestible","n/a / n/d","4888697","12743629","7214965","182222","2915476","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-12","edible cannabis / cannabis comestible","n/a / n/d","3581804","11574333","7326963","215555","3784246","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-01","edible cannabis / cannabis comestible","n/a / n/d","3951332","11840653","6919310","209754","3231142","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-02","edible cannabis / cannabis comestible","n/a / n/d","3973743","12401980","7015372","196313","3110271","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-03","edible cannabis / cannabis comestible","n/a / n/d","5198375","13357254","7546828","235118","3390819","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-04","edible cannabis / cannabis comestible","n/a / n/d","4,415,718","13,445,709","7,379,341","216,827","3,600,659","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-05","edible cannabis / cannabis comestible","n/a / n/d","4,526,299","13,722,180","7,835,478","244,057","3,430,172","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-06","edible cannabis / cannabis comestible","n/a / n/d","4,673,333","14,305,064","8,090,550","211,488","3,607,536","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-07","edible cannabis / cannabis comestible","n/a / n/d","3,638,920","13,031,755","7,363,994","252,228","3,889,390","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-08","edible cannabis / cannabis comestible","n/a / n/d","4,218,849","11,672,783","7,821,449","279,468","3,748,942","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-09","edible cannabis / cannabis comestible","n/a / n/d","4,406,949","11,704,540","7,697,988","250,578","3,665,372","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-10","edible cannabis / cannabis comestible","n/a / n/d","4,556,469","11,761,302","7,762,955","253,993","3,720,904","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-11","edible cannabis / cannabis comestible","n/a / n/d","5,175,751","11,711,900","8,505,780","294,511","3,442,539","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-12","edible cannabis / cannabis comestible","n/a / n/d","3,655,721","11,650,030","7,509,448","271,195","4,455,645","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-01","edible cannabis / cannabis comestible","n/a / n/d","3,826,747","10,219,088","7,571,570","304,869","3,747,704","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-02","edible cannabis / cannabis comestible","n/a / n/d","4,323,003","10,995,819","8,068,607","259,108","3,470,537","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-03","edible cannabis / cannabis comestible","n/a / n/d","4,875,127","11,114,583","8,227,954","304,841","3,853,304","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-04","edible cannabis / cannabis comestible","n/a / n/d","4219227","11649576","7834416","247895","3761498","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-05","edible cannabis / cannabis comestible","n/a / n/d","4731469","10974490","8532159","354673","3713795","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-06","edible cannabis / cannabis comestible","n/a / n/d","4725595","11566165","8411609","292832","4123438","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-07","edible cannabis / cannabis comestible","n/a / n/d","4198227","10669457","7925741","283500","4476621","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-08","edible cannabis / cannabis comestible","n/a / n/d","5229463","10668699","8890470","311454","4555589","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-09","edible cannabis / cannabis comestible","n/a / n/d","5496018","11068808","8451134","300557","4223106","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-10","edible cannabis / cannabis comestible","n/a / n/d","6331739","12071415","9489558","315292","4482196","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-11","edible cannabis / cannabis comestible","n/a / n/d","6097114","11712813","9827268","404649","4353296","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2023-12","edible cannabis / cannabis comestible","n/a / n/d","4746198","10916787","8480151","359643","5059537","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-01","edible cannabis / cannabis comestible","n/a / n/d","5401475","10592388","9532519.323","417932","4467672.796","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-02","edible cannabis / cannabis comestible","n/a / n/d","4415271","10436768","9830457.114","416869","4555581.641","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-03","edible cannabis / cannabis comestible","n/a / n/d","4993200","10437060","9998599.963","388040","4840010.497","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-04","edible cannabis / cannabis comestible","n/a / n/d","5677260","10827306","9626208.794","455093","4843097.723","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-05","edible cannabis / cannabis comestible","n/a / n/d","5640784","11414369","10342047.11","436523","4898996.277","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-06","edible cannabis / cannabis comestible","n/a / n/d","4756033","11424155","10249378.27","417049","5071800.465","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-07","edible cannabis / cannabis comestible","n/a / n/d","5745712","12097706","10024583.03","459916","5128127.44","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-08","edible cannabis / cannabis comestible","n/a / n/d","5562127","12076719","10066274.49","391208","5177061.807","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-09","edible cannabis / cannabis comestible","n/a / n/d","4908597","12202477","10231322.45","396103","4821009.821","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-10","edible cannabis / cannabis comestible","n/a / n/d","6435890","13253020","10068283.9","485508","4953780.8","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-11","edible cannabis / cannabis comestible","n/a / n/d","5378773","12248905","10385815.4","433972","5403602","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2024-12","edible cannabis / cannabis comestible","n/a / n/d","5554369","12508267","10417357.1","454341","5533902.96","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2025-01","edible cannabis / cannabis comestible","n/a / n/d","6168109","12280904","10380566","505775","5526188","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2025-02","edible cannabis / cannabis comestible","n/a / n/d","7017621","13242355","10988393","451514","5508129","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2025-03","edible cannabis / cannabis comestible","n/a / n/d","6916375","14309849","10245414","485742","5550412","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2019-10","vegetative cannabis plants / plantes de cannabis végétatives","2835956","178","6","17","78","24","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2019-11","vegetative cannabis plants / plantes de cannabis végétatives","2986388","32","6","0","27","5","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2019-12","vegetative cannabis plants / plantes de cannabis végétatives","3183834","14","6","0","14","2","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-01","vegetative cannabis plants / plantes de cannabis végétatives","3312373","0","6","0","0","2","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-02","vegetative cannabis plants / plantes de cannabis végétatives","3261563","4626","6","0","10","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-03","vegetative cannabis plants / plantes de cannabis végétatives","2927958","6246","6","0","6","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-04","vegetative cannabis plants / plantes de cannabis végétatives","2976254","5233","6","0","4","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-05","vegetative cannabis plants / plantes de cannabis végétatives","3380923","9","6","0","5","40","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-06","vegetative cannabis plants / plantes de cannabis végétatives","3724514","124","6","0","977","24","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-07","vegetative cannabis plants / plantes de cannabis végétatives","3301036","1030","6","0","1134","24","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-08","vegetative cannabis plants / plantes de cannabis végétatives","2796804","506","6","0","1134","10","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-09","vegetative cannabis plants / plantes de cannabis végétatives","2716252","337","6","0","677","3","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-10","vegetative cannabis plants / plantes de cannabis végétatives","2515660","360","71","2","220","10","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-11","vegetative cannabis plants / plantes de cannabis végétatives","2268810","30","71","0","846","2","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2020-12","vegetative cannabis plants / plantes de cannabis végétatives","2442941","214","71","3","1734","6","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-01","vegetative cannabis plants / plantes de cannabis végétatives","2481765","9","6","3","1","3","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-02","vegetative cannabis plants / plantes de cannabis végétatives","2626535","75","6","0","1036","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-03","vegetative cannabis plants / plantes de cannabis végétatives","2615864","148","6","0","569","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-04","vegetative cannabis plants / plantes de cannabis végétatives","2882420","378","242","0","1127","3","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-05","vegetative cannabis plants / plantes de cannabis végétatives","3311435","571","6","0","744","16","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-06","vegetative cannabis plants / plantes de cannabis végétatives","3991396","325","6","0","805","31","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-07","vegetative cannabis plants / plantes de cannabis végétatives","3433820","32","6","0","470","2","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-08","vegetative cannabis plants / plantes de cannabis végétatives","2947711","173","6","0","7","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-09","vegetative cannabis plants / plantes de cannabis végétatives","2639983","53","6","0","512","2","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-10","vegetative cannabis plants / plantes de cannabis végétatives","2650396","21","6","0","651","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-11","vegetative cannabis plants / plantes de cannabis végétatives","2845832","83","6","0","1031","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2021-12","vegetative cannabis plants / plantes de cannabis végétatives","2739886","216","156","0","599","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-01","vegetative cannabis plants / plantes de cannabis végétatives","2820382","28","150","0","61","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-02","vegetative cannabis plants / plantes de cannabis végétatives","3085459","244","0","0","384","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
"2022-03","vegetative cannabis plants / plantes de cannabis végétatives","3091661","57","0","0","2336","0","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d","n/a / n/d"
